BuildingID,BuildingName,BuildingType,Town,Latitude,Longitude,Technology,Vendor,Installation Date,On Air Date,BTS Present,BTS Name,MAIN FAT,Switch,BTS SiteID,Location,Status,SwitchIP
KMB111591,12509_NW_NM1434_SAFARICOM CARE DESK - GITHUNGURI,Single-Tenancy,Kiambu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Githunguri,,
THK111369,12513_MK_EC0077_NOVEL TECHNOLOGIES EA LIMITED -ST FRANCIS HIGH MANGU,Single-Tenancy,Thika,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mangu,,
,12518_MK_EC0089 BARIGITO BS,Single-Tenancy,Kiambu,,,Microwave,,01/01/1900 00:00,01/01/1900 00:00,,,,,,githunguri,,
,12518_MK_EC0089 BARIGITO BS-AVIC INTERNATIONAL,Single-Tenancy,Kiambu,,,Microwave,,01/01/1900 00:00,01/01/1900 00:00,,,,,,githunguri,,
KEG111457,12523_MK_EC0089_JIANGXI WATER HYDROPOWER CONSTRUCTION KENYA LTD,Single-Tenancy,Kerugoya,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Kerugoya,,172.17.133.6
KIY110812,12523_MK_EC0089_SEVEN SEAS TECHNOLOGY LTD-MOH KIRINYAGA,Single-Tenancy,Kirinyaga,00 30 27.67 S,037 16 48.98 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kerugoya Kaitheri,,Cisco ME3400,Kerugoya Kaitheri,Kirinyaga,,172.17.133.6
KIY111319,12524_MK_EC0090_KIRINYAGA WATER AND SANITATION LTD,Single-Tenancy,Kirinyaga,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kirinyaga,,
MWE111453,12528_MK_EC0096_KHE- MWEA,Single-Tenancy,Mwea,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mwea,,
MWE111493,12529_MK_EC0097_SOGEA SATOM-PREMIUM,Single-Tenancy,Mwea,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mwea,,
MER111057,12531_MK_EC0099_GATUNGA CATHOLIC HEALTH CENTER,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Gatunga,,,Gatunga,Gatunga,,
THR111492,12531_MK_EC0099_Gatunga_KENET-Chuka University Tharaka Campus,Single-Tenancy,Tharaka,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Gatunga,,,Gatunga,"Gatunga, Tharaka",,
MER111130,12533_MK_EC0101_ SAFARICOM LTD-RO MARIMANTI CAREDESK,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Marimanti,,172.17.76.163
MWI111046,12535_MK_EC0103_SOLUTIONS SACCO,Single-Tenancy,Mwingi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,TseikuruHill,,,TseikuruHill,Tseikuru,,
MWI111391,12535_MK_EC0103_TSEIKURU HILL_TRANSNATIONAL SACCO - TSEIKURU,Single-Tenancy,Mwingi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,TseikuruHill,,Cisco ME3400,TseikuruHill,Tseikuru,,172.17.74.174/24
MWI111560,12535_MK_TSEIKURU HILL_TSEIKURU TECHNICAL TRAINING INSTITUTE,Single-Tenancy,Mwingi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Tseikuru Hill,,172.17.74.174
NYR111293,12544_MK_EC0112_Karikoini_Bingwa SACCO Kimunye,Single-Tenancy,Nyeri,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Karikoini,,,Karikoini,Kimunye,,
MAK111286,12566_NE_EL0813_SAFARICOM CARE DESK - NUNGUNI,Single-Tenancy,Makueni,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kilungu,,
MKS110843,12571_NE_EC0126_ SIDIAN BANK LTD-MACHAKOS PRIMARY,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos,,Cisco ME3400,Machakos,Machakos,,172.17.112.252
MKS110960,12571_NE_EC0126_MASSMART KENYA LTD,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos PO,,Cisco ME3400,Machakos PO,Machakos,,172.17.112.252
MKS110848,12571_NE_EC0126_NATIONAL BANK OF KENYA-MACHAKOS,Single-Tenancy,Machakos,01 31 3.34 S,037 15 59.99 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos Bus Park,,,Machakos Bus Park,Machakos,,
MKS110957,12574_NE_EC0129_WONI CO LTD-MACHAKOS,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Machakos Manza,,Cisco ME3400,Machakos Manza,Machakos,,172.17.112.253
MAK110802,12584_NE_EL0818_NOVEL TECHNOLOGIES-MAKUENI COUNTY-WOTE,Single-Tenancy,Makueni,01 47 51.25 S,037 37 7.01 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Unoa Hill,,Cisco ME3400,Unoa Hill,Wote,,172.17.112.34
MWE110867,12601_MK_EC0144_KANJIRU RANGE FOODS LTD,Single-Tenancy,Mwea,00 40 53.61 S,037 36 47 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kianjiru Hilltop,,Cisco ME3400,Kianjiru Hilltop,Kianjiru,,172.17.133.2
EMB110824,12602_MK_EC4145_ACEF ENA HEALTH CENTRE,Single-Tenancy,Embu,00 27 40.68 S,037 32 23 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Karue Hill,,,Karue Hill,Embu,,
CHU110893,12603_MK_EC0146_SIDIAN BANK LTD-CHUKA PRIMARY,Single-Tenancy,Chuka,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Chuka,,Cisco ME3400,Chuka,Chuka,,172.17.76.29
MER111382,12604_MK_EC0147_NDOSHA CO-OP SAVINGS & CREDIT MAGUTINI,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Karama Hill,,
MAU111420,12609_MK_EC0152_Maua_Dhabiti SACCO,Single-Tenancy,Maua,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Maua,,Cisco ME3400,Maua,Maua,,172.17.76.13
MER111127,12612_MK_EC0156_BASCO PRODUCTS K LTD-MERU-PRIMARY,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Meru,,172..17.76.2
MER110865,12612_MK_EC0156_WERU TV-REAL IMAGE COMM,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Meru Timber,,Cisco ME3400,Meru Timber,Meru,,172.17.76.2
NBI111133,12612_NE_NI025_VICKERS SECURITY SERVICES,Single-Tenancy,Nairobi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,South B,,
MER110806,12613_MK_EC0157_ST THERESAS MISSION HOSPITAL-KIIRUA,Single-Tenancy,Meru,00 7 50.13 N,037 33 24 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kirua Hill,,,Kirua Hill,Kirua,,
MER111477,12617_MK_EC0161_LARSEN & TOUBRO LTD,Single-Tenancy,Meru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Meru,,172.17.76.12
EMB111276,12625_MK_EC0170_BINGWA  LTD-KARUMANDI,Single-Tenancy,Embu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Karumandi,,
KEG211188,12626_MK_EC0171-Baricho UTA,Single-Tenancy,Kerugoya,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Baricho,,,Baricho,BARICHO,,
MER111380,12632_EC0176 Githongo,Single-Tenancy,Meru,,,PTP,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Githongo town,,
,12632_MK_EC0176 Githongo,Single-Tenancy,Meru,,,Microwave,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Githongo town,,
KIT111289,12635_MK_EC0184_CARE INTERNATIONAL KENYA-KYUSO,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,KYUSO,,172.17.74.40
KIT111387,12635_MK_EC0184_KWFT KYUSO,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,KYUSO,,172.17.74.40
MKS111069,12637_MK_EC0186_MACHAKOS COUNTY GOVERNMENT-MASINGA,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Masinga,,,Masinga,Masinga,,
EMB211081,12645_MK_ECO193_MANYATTA,Single-Tenancy,Embu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Manyata,,,Manyata,MANYATTA,,
ISL142929,12663_MK_EU1620_LAISAMIS_NHIF-LAISAMIS,Single-Tenancy,Isiolo,,,Fiber,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,isiolo,,
ISL111508,12663_MK_EU1626_NHIF SOLOLO,Single-Tenancy,Isiolo,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Sololo,,
WJR110818,12665_MK_EU1630_SEVEN SEAS TECHNOLOGIES LTD-MOH WAJIR,Single-Tenancy,Wajir,01 44 56.61 N,040 3 33.19 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Wajir,,Cisco Catalyst 2960,Wajir,Wajr,,172.17.76.27
NKR111183,12671_RV_WL1202_CASA SECURITY LIMITED,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Nakuru,,172.17.98.2
NKR110780,12671_RV_WL1202_SIDIAN BANK-NAKURU,Single-Tenancy,Nakuru,00 15 37.75 S,036 5 16.89 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Nakuru,,172.17.98.2
NKR111053,12672_RV_WL1203_ACK DIOCESE NAKURU,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Cool_Shade_Hotel,,,Cool_Shade_Hotel,Nakuru,,
NKR111368,12672_RV_WL1203_US EMBASSY-NAKURU KNLS,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Nakuru,,10.241.18.67
NJO111513,12699_RV_WL1222_EGERTON_SFC-BLAZE-EGERTON-NJORO,Single-Tenancy,Njoro,00 22 25.71 S,035 55 59.88 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Huawei ATN910,,Egerton,,10.160.73.18
NKR111403,12700_RV_5381_COSMOPOLITAN  SACCO -BAHATI,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Bahati,,
KCO111441,12704_RV_WL1227_Kericho North_KTDA Toror,Single-Tenancy,Kericho,00 20 11.72 S,035 19 15.83 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Kericho North BTS,,172.17.116.14
KCO111600,12706_RV_WL1229_Saosa Tea Estate_JAMES FINLAYS KENYA LTD-KERICHO,Single-Tenancy,Kericho,00 25 0.7 S,035 18 22.84 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Saosa,,172.17.116.16/24
NKR111211,12707_RV_WL1230_CMC DI RAVENNA-TUNNEL SITE,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Nakuru,,
KCO142748,12710_RV_WL1233_Tulwet_KTDA Chelal,Single-Tenancy,Kericho,,,Fiber,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Tulwet,,,Tulwet,Chelal,,
KCO142952,12712_RV_WL1235_Kapkatet_KMTC Kapkatet,Single-Tenancy,Kericho,00 37 51.63 S,035 11 30.82 E,Fiber,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Huawei S3300,,Kapkatet,,172.17.116.158
KBR111349,12719_RV_WU0805_SBI INTERNATIONAL  HOLDINGS AG KENYA-KABARNET,Single-Tenancy,Kabarnet,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Kabarnet,,172.17.114.139
BAR111243,12720_RV_WL1241_KCB-MOGOTIO,Single-Tenancy,Baringo,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mogotio,,
NKR111317,12720_RV_WL1241_SKYLINE SACCO LIMITED-MOGOTIO,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Mogotio,,10.241.18.50
NVS111486,12725-RV_MORENDAT_SOLARI LTD,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Naivasha,,
NVS111673,12726_RV_NO1010_INTERNET SOLUTIONS_SAWELA LODGES NAIVASHA,Single-Tenancy,Naivasha,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Naivasha,,
NYK110959,12730_MK_EC0214_EVERETT AVIATION-NANYUKI,Single-Tenancy,Nanyuki,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Nanyuki SA Hotel,,Cisco ME3400,Nanyuki SA Hotel,Nanyuki,,172.17.86.20
MRL160026,12744_RV_WU0810_MINISTRY OF DEVOLUTION-SAMBURU,Single-Tenancy,Maralal,,,Cable (To BTS),,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Samburu,,172.17.99.19
NKR110796,12752_RV_WL1260_BIDCO LTD-CHARVI,Single-Tenancy,Nakuru,00 36 48.64 S,035 59 51.88 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mau Narok Hill,,,Mau Narok Hill,Mau Narok,,
NKR111145,12759_RV_WU0816_SAFARICOM LIMITED-RO KINAMBA CAREDESK,Single-Tenancy,Nakuru,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kinamba,,
NYH110908,12760_RV_WU0817_ADIN NJENGA NJOROGE,Single-Tenancy,Nyahururu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Shamenei,,Huawei S3300,Shamenei,Shamanei,,172.17.145.17
EML110950,12770_NE_EL0834_BIG LIFE LIMITED,Single-Tenancy,Emali,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Emali Makutano,,Huawei S3300,Emali Makutano,Emali Makutano,,172.17.112.38
ELD110886,12777_RV_WU0824_SIDIAN BANK LTD-ELDORET PRIMARY,Single-Tenancy,Eldoret,00 31 8 N,035 17 1.82 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Eldoret Moi Girls,,,Eldoret Moi Girls,Eldoret,,
ELD111566,12785_RV_WU0833_CMC DI RAVENNA-ELDORET,Single-Tenancy,Eldoret,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Eldoret,,
ELD111041,12797_RV_WU0843_ELDOTEC CONSULTANCY SERVICES LTD,Single-Tenancy,Eldoret,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Eldoret D.C,,Cisco ME3400,Eldoret D.C,Eldoret,,172.17.114.12
WJR120023,1280_WAJIR_CERAGON,Single-Tenancy,Wajir,1.749058,40.059217,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,,,,,,WAJIR,,172.17.14.41
NRK110961,12803_RV_NO1015_NBK NAROK BRANCH,Single-Tenancy,Narok,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Narok Majengo,,Huawei S3300,Narok Majengo,Narok,,172.17.103.222
NDI111294,12806_WN_WL1265_TINDIRET TEA EASTATES LTD,Single-Tenancy,Nandi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Tinderet,,
KTL110954,12813_RV_WU0853_ WESTERN SEED COMPANY - KIMININI,Single-Tenancy,Kitale,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiminini HUB,,,Kiminini HUB,Kiminini,,
RMT110948,12821_RV_WU0857_ EAST AFRICAN  GROWERS LTD-MWANZI FARM,Single-Tenancy,Rumuruti,00 15 43.02 N,036 32 14.32 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Rumuruti,,,Rumuruti,Rumuruti,,
RMT111299,12821_RV_WU0857_CREDIBLE BLOOMS LTD,Single-Tenancy,Rumuruti,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Rumuruti,,
RMT120184,12821_RV_WU0857_Rumuruti_Ceragon,Single-Tenancy,Rumuruti,00 15 43.02 N,036 32 14.32 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Rumuruti_Centre,,Huawei ATN910,Rumuruti_Centre,Rumuruti,,10.160.73.57
MRB111291,12823_MK_EU1645_MINISTRY OF DEVOLUTION - MARSABIT,Single-Tenancy,Marsabit,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Marsabit,,172.17.84.51
NRK110767,12825_RV_NO1018_MASAI MARA WILDERNESS (LODGE)LTD,Single-Tenancy,Narok,01 24 7.38 S,035 1 29.81 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Maasai Mara,,172.17.102.17
NVS111178,12827_RV_NO1020_SAFARICOM CARE DESK_TALEK,Single-Tenancy,Naivasha,,,PTP,Huawei,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Maasai Mara,,172.17.102.21
ELD111227,12834_RV_WN0005_DL  KOISAGAT TEA ESTATE  LTD,Single-Tenancy,Eldoret,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kapchorua,,
SIY111179,12836-WN-WN0007_MUSCOM COMPUTER SYSTEMS,Single-Tenancy,Siaya,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Ukwala,,
KSM111186,12842_WN_5900_ KENYA REVENUE AUTHORITY-KISUMU E1,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Kisumu,,172.17.151.202
KSM111160,12853_WN_WN0023_KENYA REVENUE AUTHORITY-KISUMU,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Kisumu,,172.17.90.41
AHE111633,12863 WN RABUOR,Single-Tenancy,Ahero,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Rabuor Taya,,,Rabuor Taya,AHERO,,
TRM111400,12880_WN_WL1289_TRANSMARA SUGAR CO LTD,Single-Tenancy,Trans Mara,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Trans Mara,,
KEB111254,12893_WN_WN0038_KENDU ADVENTIST,Single-Tenancy,Kendu Bay,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Ndiru Hill,,172.17.147.10
SUB111385,12895_WN_WN0040_Sindo_KENET-RCTP/FACES-Suba Office,Single-Tenancy,Suba,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Sindo,,,Sindo,12895_WN_WN0040_Sindo<>KENET-RCTP/FACES-Suba Office,,
NYM111517,12913_WN_WL1306_Kionyomo_Sironga Girls High School,Single-Tenancy,Nyamira,00 37 21.63 S,034 54 58.8 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Radwin - Winlink 2000,,Kionyomo,,172.17.97.47/24
BUS111099,12926_WN0058_CHINA INTERNATIONAL ANGURAI,Single-Tenancy,Busia,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Angurai,,,Angurai,Angurai,,
WBY110927,12928_WN_WN0060_BUTALI SUGAR MILLS WEBUYE,Single-Tenancy,Webuye,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Butali,,,Butali,Webuye,,
BON110862,12941_WN_WN0070_MTN BUSINESS - IMPACT RESEARCH & DEVT ORG,Single-Tenancy,Bondo,00 5 59.54 S,034 16 26.05 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Bondo TKL,,Cisco ME3400,Bondo TKL,Bondo,,172.17.151.9
KKM111082,12948_WN0075_EVIDENCE ACTION INC -CHAVAKALI,Single-Tenancy,Kakamega,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Chavakali,,,Chavakali,Chavakali,,
KKM111228,12951_WN_WN0079_MINISTRY OF LANDS - KAKAMEGA,Single-Tenancy,Kakamega,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Kakamega,,172.17.92.4
KKM110906,12953_WN_WN0081_MASINDE MULIRO UNIVERSITY- KAKAMEGA_UPGRADE,Single-Tenancy,Kakamega,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kakamega KIE,,Cisco ME3400,Kakamega KIE,Kakamega,,172.17.92.3
MUM111264,12954_WN_WN0082_MUMIAS LAW COURT,Single-Tenancy,Mumias,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Mumias,,172.17.90.3
BON111342,12959_WN_WN0087_GOBEI_KMTC MASITA,Single-Tenancy,Bondo,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Gobei,,,Gobei,KMTC Masita,,
BTE110881,12962_WN_WN0090_BUTERE,Single-Tenancy,Butere,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,BUTERE,,
KAI110792,12964_RV_WN0092_KENET-Kaimosi Friends University College,Single-Tenancy,Kaimosi,00 7 48.13 N,034 51 13.8 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kaimosi,,,Kaimosi,Kaimosi,,
KKM111444,12965_WN_WN0093_MUDETE FACTORY TEA GROWERS SACCO SOCIETY,Single-Tenancy,Kakamega,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Kakamega,,
KKM111056,12965_WN_WN0093_ST ELIZABETH HOSPITAL MUKUMU,Single-Tenancy,Kakamega,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Shinyalu,,,Shinyalu,Mukumu,,
ELD111527,12970_RV_WU0870_BGP KENYA LTD,Single-Tenancy,Eldoret,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Baragoi,,
NDI111144,12973_WN0102_SAFARICOM CARE DESK - SEREM,Single-Tenancy,Nandi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Serem,,
KSM111450,12978_WN_WN0110_MOSES MUTINDA KIVINDU,Single-Tenancy,Kisumu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Bukaya,,
BUS111067,12985_WN_WN0116_MMUST BUTULA,Single-Tenancy,Busia,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiganjo Lugulu,,,Kiganjo Lugulu,Butula,,
BUS111226,12987_WN0119_MTN BUSINESS KENYA BUSIA,Single-Tenancy,Busia,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Busia,,172.17.90.240
MLB111214,12987_WN0131_MTN BUSINESS KENTRADE MALABA,Single-Tenancy,Malaba,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Malaba,,172.17.94.22
BGM110989,12999_WN_WN0132_CHINA NATIONAL AERO-TECH INTERNATIONAL ENG BUNGOMA,Single-Tenancy,Bungoma,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Busakala,,,Busakala,Busakala,,
KPG110778,13001_RV_WU0874_NOVEL TECHNOLOGIES - TSC WEST POKOT,Single-Tenancy,Kapenguria,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kapenguria,,Cisco ME3400,Kapenguria,West Pokot,,172.17.149.12
VOI111514,13009_CO_EL0839_Voi Hill_VOI WILDLIFE LODGE-MICROWAVE,Single-Tenancy,Voi,03 22 20.58 S,038 33 50.38 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Voi Hill,,172.17.104.4/24
VOI110737,13009_CO_EL2839_CHINA AND BRIDGE ENGINEERING COMPANY NDII,Single-Tenancy,Voi,03 22 17.74 S,038 33 48.08 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Voi_Hill,,Cisco ME3400,Voi_Hill,Voi,,172.17.104.4
MKS210938,13010_NE_EC0228 NTHEKE HILL-95020084 STEPHEN KYALO NGUMBI,Single-Tenancy,Machakos,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Ntheke Hill,,Cisco ME3400,Ntheke Hill,NTHEKE,,172.17.112.96
VOI111218,13012_CO_EL0841_Rukanga_Rockland Kenya Ltd,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Rukanga,,
KON110851,13014_NE_EL0844_VIVO ENERGY KONZA,Single-Tenancy,Konza,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kwamakengi,,,Kwamakengi,KONZA,,
SUL111058,13015_NE_EL0845_ NOULTRESH WATER AND SANITATION LTD,Single-Tenancy,Sultan Hamud,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Sultan Hamud,,,Sultan Hamud,Sultan Hamud,,
EML110863,13016_NE_EL0846_CHINA ROAD & BRIDGE CORPORATION-EMALI,Single-Tenancy,Emali,02 4 30.16 S,037 24 46.99 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Iltoroto,,Cisco ME3400,Iltoroto,Iltoroto,,172.17.113.136
KIT111422,13019_CO_EL0866_Kyulu_KENYA SAFARIS  LODGES & HOTELS LIMITED - NGULIA,Single-Tenancy,Kitui,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Ngulia,,172.17.104.14
NKR110248,1302_RADIO AFRICA MENENGAI - KBC NAKURU,Single-Tenancy,Nakuru,,,PTP,,01/01/1900 00:00,01/01/1900 00:00,,,,,,Menengai Hii Road,,
VOI111433,13025_CO_EL0876_95041119_SOKO EPZ LTD,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Voi,,
MBS111631,13049_CO_EL0903_NBK SABASABA ATM,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,MOMBASA,,172.17.110.16
KLF111039,13071_C0_4925_CHINA WU YI,Single-Tenancy,Kilifi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Sun and Sands,,,Sun and Sands,Kikambala,,
MTP211371,13072_KANAMAI_MAJENGO_95026370-UMOJA RUBBER PRODUCT,Single-Tenancy,Mtwapa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Kanamai,,
