BuildingID,BuildingName,BuildingType,Town,Latitude,Longitude,Technology,Vendor,Installation Date,On Air Date,BTS Present,BTS Name,MAIN FAT,Switch,BTS SiteID,Location,Status,SwitchIP
VOI110246,EL0839_KINDE CONSTRUCTION ENGINEERING VOI,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Voi Hill,,Cisco ME3400,Voi Hill,Voi,,172.17.104.4
MTA110942,EL0842_KENET SOUTH EASTERN UNI MTITO ANDEI,Single-Tenancy,Mtito Andei,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mtito Andei,,Huawei S3300,Mtito Andei,Mtito Andei,,172.17.104.14
VOI111125,EL0849_OL TUKAI LODGE LTD,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3800,,Ol Tukai,,172.17.104.100
OLT110031,EL0851_KEPHIS OLOITOKITOK,Single-Tenancy,Oloitoktok,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Illasit,,RiCi 16E1,Illasit,OLOITOKITOK,,172.17.105.52
MTA111350,EL0853_Elarai_Moses Mutinda,Single-Tenancy,Mtito Andei,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mtito Andei,,
MKD120144,EL0858_MAKINDU CERAGON HUB,Single-Tenancy,Makindu,00 56 16.53 S,037 7 35.97 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Makindu,,Huawei S3300,Makindu,MAKINDU,,172.17.104.104
KIB110846,EL0859_SIDIAN BANK LTD-KIBWEZI PRIMARY,Single-Tenancy,Kibwezi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kibwezi,,Cisco ME3400,Kibwezi,Kibwezi,,172.17.112.50
VOI120036,EL0870_Voi Town_Ceragon,Single-Tenancy,Voi,3.39797 S,38.54740 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Voi Town,,Cisco ME3400,Voi Town,Voi,Installed,172.17.104.3
MWT110384,EL0872 MWATATE_TAVETA COUNTY GOV. MWATATE,Single-Tenancy,Mwatate,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MWATATE,,
MWT110747,EL0872_MWATATE_NOVEL TSC TAITA TAVETA,Single-Tenancy,Mwatate,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mwatate,,Huawei S3300,Mwatate,MWATATE,,172.17.104.101
MWT110446,EL0872_NEMA MWATATE,Single-Tenancy,Mwatate,03 30 17.69 S,038 22 37.07 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mwatate,,Huawei S3300,Mwatate,MWATATE,,172.17.104.101
MWT210140,EL0872_WORLD VISION MWATATE,Single-Tenancy,Mwatate,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mwatate,,,Mwatate,MWATATE,,
WDY110282,EL0874_TAITA TAVETA TEACHERS SACCO-WUNDANYI,Single-Tenancy,Wundanyi,03 23 24.73 S,038 20 26.06 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Weruga,,Huawei S3300,Weruga,Wundanyi,,172.17.104.102
TAI210276,EL0874_WERUGA TAITA TAVETA TEACHERS SACCO,Single-Tenancy,Taita,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Weruga,,,Weruga,Weruga,,
TAI110704,EL0874_WERUGHA_NDMA,Single-Tenancy,Taita,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Weruga,,Huawei S3300,Weruga,Taita Taveta,,172.17.104.102
VOI310156,EL0876_KPC MAUNGU HILL,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Maungu Hill,,,Maungu Hill,Maungu,,
VOI310155,EL0876_MAUNGU HILL,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Maungu Hill,,,Maungu Hill,Maungu,,
TAV120075,EL0878_TAVETA TKL CERAGON HUB,Single-Tenancy,Taveta,"3°23'44.73""S","37°40'34.01""E",PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Taveta_TKL,,,Taveta_TKL,Taveta,Installed,
MBS111406,EL0879_KCB LTD-MIASENYI SGR ATM,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Miasenyi,,
VOI110709,EL0880_KINDE_CHINA DALIAN INTERNATIONAL TARU,Single-Tenancy,Voi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Taru,,,Taru,TARU,,
SBR111180,EL0881 SAMBURU-YEHU MICROFINANCE,Single-Tenancy,Samburu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,SAMBURU,,
SBR110164,EL0881_JTL KPC HQ-SAMBURU,Single-Tenancy,Samburu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Samburu,,,Samburu,Samburu,,
MKN110271,EL0882_CALLKEY NETWORKS KALUWORKS,Single-Tenancy,Mariakani,03 51 52.57 S,039 28 27.15 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mariakani Exchange,,Cisco ME3400,Mariakani Exchange,Mariakani,,172.17.110.14
MKN110489,EL0882_KPLC MARIAKANI,Single-Tenancy,Mariakani,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mariakani Exchange,,Cisco ME3400,Mariakani Exchange,MARIAKANI,Installed,
MKN120092,EL0882_MARIAKANI EXCHANGE CERAGON HUB,Single-Tenancy,Mariakani,03 51 52.57 S,039 28 27.15 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Mariakani Exchange,,Cisco ME3400,Mariakani Exchange,MARIAKANI,,172.17.110.14
MKN170012,EL0882_MARIAKANI EXCHANGE_WIMAX16e,Single-Tenancy,Mariakani,03 51 52.57 S,039 28 27.15 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mariakani Exchange,,Cisco ME3400,Mariakani Exchange,Mariakani,,172.17.110.14
MLN210995,EL0883 ADC GALANA-NIB GALANA,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,ADC Galana,,Cisco ME3400,ADC Galana,GALANA,,172.17.108.52
MLN110292,EL0883_AGRIGREEN CONSULTING CORP LTD-CROCODILE CAMP,Single-Tenancy,Malindi,03 4 5.83 S,039 19 56.14 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,ADC Galana,,,ADC Galana,Galana,,
MBS110672,EL0888_MOMBASA ISLAND CARGO TERMINAL-KRA,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Makupa Circus,,,Makupa Circus,Makupa,,
MBS110803,EL0891_-CHASE BANK LTD-KPA MICROWAVE PRIMARY,Single-Tenancy,Mombasa,04 2 29.51 S,039 38 23.16 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kilindini Port,,,Kilindini Port,Kilindini Port,,
MBS110542,EL0891_kilindini_port_RVR -ONESTOP CENTRE,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,kilindini port,,
MBS170160,EL0893_MOMBASA NSSF_WIMAX 16e,Single-Tenancy,Mombasa,,,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Social Security,,Cisco ME3400,Mombasa Social Security,Mombasa Bima House,,172.17.110.118
MBS170001,EL0893_MOMBASA SOCIAL SECURITY,Single-Tenancy,Mombasa,04 3 49.5 S,039 40 24.16 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Social Security,,Cisco ME3400,Mombasa Social Security,Mombasa,,172.17.110.118
MBS120128,EL0893_Mombasa Social Security_Cambridge,Multi-Tenancy,Mombasa,,,PTMP,Cambridge,01/01/1900 00:00,01/01/1900 00:00,,,,Cambridge RC,,Security lane,Installed,172.17.111.227
MBS170009,EL0899_MOMBASA KENYATTA AVENUE_WIMAX16e,Single-Tenancy,Mombasa,04 3 9.51 S,039 40 0.16 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Kenyatta Avenue,,Cisco ME3400,Mombasa Kenyatta Avenue,Mombasa,,172.17.110.48
MBS111360,EL0899_US EMBASSY-MOMBASA MEWA INFORMATION CENTRE,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Mombasa,,172.17.110.48
MBS110545,EL0901_MOMBASA INDUSTRIAL_RVR MOMBASA,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Industrial,,Cisco ME3400,Mombasa Industrial,MOMBASA INDUSTRIAL,,172.17.110.18
MBS170010,EL0901_MOMBASA INDUSTRIAL_WIMAX16e,Single-Tenancy,Mombasa,04 3 22.51 S,039 39 24.16 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Industrial,,Cisco ME3400,Mombasa Industrial,Mombasa,,172.17.110.18
MBS210170,EL0901_MOMBASA INDUSTRIUAL,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Industrial,,Cisco ME3400,Mombasa Industrial,MOMBASA INDUSTRIAL,,172.17.110.18
MBS210144,EL0901_MOMBASA MAIZE MILLERS,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Industrial,,Cisco ME3400,Mombasa Industrial,MOMBASA INDUSTRIAL,,172.17.110.18
MBS110753,EL0903 MOMBASA SABASABA_95025890-COAST PROFFESSIONAL FREIGHTERS,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,MOMBASA SABASABA,,172.17.110.16
MBS170008,EL0903_MOMBASA SABA SABA_WIMAX16e,Single-Tenancy,Mombasa,04 2 45.51 S,039 39 43.15 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Saba Saba,,,Mombasa Saba Saba,SABA SABA,,172.17.110.16
MLN111637,EL0922 MISUFINI,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Misufini,,,Misufini,MALINDI,,
MBS210543,EL0923_MOMBASA_TRANSPARES_RVR_CHANGAMWE,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Changamwe,,
MBS110379,EL0924_CHASE BANK-JOMVU PRIMARY,Single-Tenancy,Mombasa,04 0 38.52 S,039 35 27.16 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Celtel AVA Mombasa,,,Celtel AVA Mombasa,KWA JOMVU,,
TSA110039,EL0927_AK Heritage Hotels Tsavo,Single-Tenancy,TSAVO,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,,,Tsavo,,
MBS210648,EL0930_KISIMA_CHANDE,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kisima Chande,,,Kisima Chande,msambweni,,
MBS110372,EL0931_LIKONI OUTB_MOMBASA CULTURAL EVENT,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MAMA MGINA STREET,,
MAZ110758,EL0938 MAZERAS_KYOGA HAULERS LTD,Single-Tenancy,Mazeras,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,MAZERAS,,172.17.110.113
MAZ111524,EL0938_ INTERIGS LIMITED BONJE,Single-Tenancy,Mazeras,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mazeras,,
MAZ110787,EL0938_CORRUGATED SHEETS LTD - KOKOTONI,Single-Tenancy,Mazeras,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mazerass Hill,,Cisco ME3400,Mazerass Hill,Kokotoni,,172.17.110.113
MAZ120145,EL0938_MAZERAS HILL CERAGON HUB,Single-Tenancy,Mazeras,03 58 15.54 S,039 33 28.15 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,MAZERAS,,172.17.110.113
MAZ110544,EL0938_MAZERAS HILL_HANTEX GARMENT EPZ,Single-Tenancy,Mazeras,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mazerass Hill,,Cisco ME3400,Mazerass Hill,mazeras,,172.17.110.113
MAZ110243,EL0938_TRANSEAST-SIP MAZERAS,Single-Tenancy,Mazeras,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mazerass Hill,,Cisco Catalyst 2960,Mazerass Hill,Mazeras,,172.17.110.113
UKD110603,EL0944_NAIVAS LTD UKUNDA,Single-Tenancy,Ukunda,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Leisure Lodge New,,,Leisure Lodge New,Ukunda,,
UKD110552,EL0947_CORNER YA MUSA_KENET TUM UKUNDA,Single-Tenancy,Ukunda,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,UKUNDA,,
MBS110300,EL0950_EAST AFRICA SEA FOOD,Single-Tenancy,Mombasa,04 4 19.6 S,039 39 56.69 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mombasa Signon,,,Mombasa Signon,Mombasa,,
MBS110577,EL0952 BELLA PLAZA_AAR NYALI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Bella Plaza,,Cisco ME3400,Bella Plaza,NYALI,,172.17.110.4
MBS110777,EL0952_95032531-IOM MOMBASA,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Bella Plaza,,Cisco ME3400,Bella Plaza,Mombasa,,172.17.110.4
MBS210347,EL0952_BELLA PLAZA_KRA NYALI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,NYALI,,
MBS170005,EL0952_BELLA PLAZA_WIMAX16e,Single-Tenancy,Mombasa,04 1 20.52 S,039 42 56.17 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Bella Plaza,,Cisco ME3400,Bella Plaza,NYALI,,172.17.110.4
MBS110591,EL0952_KENYA POWER AND LIGHTING CO NYALI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Bella Plaza,,Cisco ME3400,Bella Plaza,Nyali,,172.17.110.4
MBS110345,EL0952_KRA KERATI NYALI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Bella Plaza,,Cisco ME3400,Bella Plaza,NYALI,,172.17.110.4
MBS211397,EL0956 KIEMBENI_NAIVAS BAMBURI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Bamburi,,172.17.111.104
MBS120146,EL0956_BAMBURI KIEMBENI CERAGON HUB,Single-Tenancy,Mombasa,03 59 51.53 S,039 41 54.17 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiembeni,,,Kiembeni,KIEMBENI,,
MBS310147,EL0956_NAIVAS BAMBURI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kiembeni,,Cisco ME3400,Kiembeni,KIEMBENI,,172.17.111.104
MTP110330,EL0958_COUNTY GOVERNMENT OF KILIFI-MTWAPA,Single-Tenancy,Mtwapa,03 57 3.54 S,039 44 42.16 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mtwapa,,Cisco ME3400,Mtwapa,MTWAPA,,172.17.110.24
MTP120080,EL0958_MTWAPA CERAGON HUB,Single-Tenancy,Mtwapa,"3°57'3.54""S","39°44'42.17""E",PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Mtwapa,,Cisco ME3400,Mtwapa,Mtwapa,Installed,172.17.110.24
MTP170006,EL0958_MTWAPA HUB_WIMAX16e,Single-Tenancy,Mtwapa,03 57 3.54 S,039 44 42.16 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mtwapa,,Cisco ME3400,Mtwapa,MTWAPA,,172.17.110.24
MTP111615,EL0958_SAFARICOM CAREDESK MTWAPA SIMBA TELCOM,Single-Tenancy,Mtwapa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Mtwapa,,172.17.110.24
MBS211320,EL0961_NYALI BEACH HOTEL_95040550-WILDLIFE LODGES LTD-SUN AFRICA,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,Nyali Mombasa,,
MBS170004,EL0961_NYALI BEACH HOTEL_WIMAX16e,Single-Tenancy,Mombasa,04 2 54.51 S,039 42 20.16 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Nyali Beach Hotel,,Cisco ME3400,Nyali Beach Hotel,NYALI,,172.17.110.50
MBS110727,EL0963 MAJENGO MTEPENI_95026370-UMOJA RUBBER PRODUCTS LTD,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Majengo Mtepeni,,,Majengo Mtepeni,MAJENGO MTEPENI,,
MTP220185,EL0963_KANAMAI MAJENGO CERAGON HUB,Multi-Tenancy,Mtwapa,,,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Kanamai,,Ceragon HBS,Kanamai,Kanamai. Mombasa malindi Highway,,10.241.21.34
MBS110593,EL0964_COMPACT FREIGHT SYSTEM LTD MIRITINI,Single-Tenancy,Mombasa,04 0 17.52 S,039 34 46.15 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Miritini Shops,,,Miritini Shops,Miritini,,
MBS210576,EL0964_miritini_shops_95016535- Signon_Group,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Miritini Shops,,,Miritini Shops,mombasa,,
MBS170011,EL0966_MKUNAZINI_WIMAX16e,Single-Tenancy,Mombasa,04 6 24.49 S,039 38 27.16 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Mkunazini,,Cisco ME3400,Mkunazini,LIKONI,,172.17.106.12
MBS110540,EL0967 LABOUR_RVR SHIMANZI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,SHIMANZI,,
MBS110258,EL0967_KENOL KOBIL SHIMANZI PRIMARY,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,Shimanzi,,172.17.110.36
MBS170014,EL0967_MOMBASA LABOUR_WIMAX16e,Single-Tenancy,Mombasa,04 2 48.51 S,039 39 10.15 E,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Labour,,Cisco ME3400,Labour,Labour,,172.17.110.36
MBS111012,EL0968 PORTRIETZ-95032790. KYOGA HAULIERS LTD,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MOMBASA,,
KLF110229,EL0975_CHASE BANK-KILIFI BACK UP,Single-Tenancy,Kilifi,03 37 3.65 S,039 52 23.17 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Kilifi Beach,,,Kilifi Beach,Kilifi,,
WAT111014,EL0981 WATAMU PO-AFRICAN RESORT,Single-Tenancy,Watamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,WATAMU,,172.17.110.34
WAT110987,EL0981 WATAMU PO-BLUE BAY VILLAGE,Single-Tenancy,Watamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,WATAMU,,172.17.110.34
WAT110215,EL0981_ MEDINA PALMS WATAMU,Single-Tenancy,Watamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Watamu Post Office,,Cisco ME3400,Watamu Post Office,Watamu,,172.17.110.34
WAT110201,EL0981_COUNTY GOVERNMENT OF KILIFI-WATAMU,Single-Tenancy,Watamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Watamu Post Office,,Cisco ME3400,Watamu Post Office,Watamu,,
MBS110558,EL0981_KILINDINI PORT_RVR PORTYARD,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,KILINDINI,,
MBS110127,EL0981_TURTLE BAY WATAMU,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,,,Cisco ME3400,,Watamu,,172.17.110.34
WAT110546,EL0981_WATAMU PO_BESPOKE,Single-Tenancy,Watamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Watamu Post Office,,Cisco ME3400,Watamu Post Office,WATAMU,,172.17.110.34
WAT170123,EL0981_WATAMU POST OFFICE_WIMAX 16e,Single-Tenancy,Watamu,-3.351594,40.013662,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Watamu Post Office,,Cisco ME3400,Watamu Post Office,Watamu Malindi,,172.17.110.34
MKN110230,EL0983_COAST WATER SERVICES BOARD-MPLS,Single-Tenancy,Mariakani,03 58 15.54 S,039 33 28.15 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mariakani Exchange,,Cisco Catalyst 2960,Mariakani Exchange,Mariakani,,172.17.110.114
MBS110187,EL0983_CORRUGATED VIPINGO,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Vipingo_HUB,,,Vipingo_HUB,Vipingo,,
MTP110277,EL0983_VIPINGO RIDGE,Single-Tenancy,Mtwapa,03 45 36.6 S,039 48 33.18 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Vipingo,,,Vipingo,VIPINGO,,
MLN110225,EL0986_CHASE BANK-MALINDI PRIMARY,Single-Tenancy,Malindi,03 13 42.78 S,040 7 17.19 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Shella,,,Shella,Malindi,,
MLN110234,EL0986_JTL JUDICIARY HQ -MALINDI,Single-Tenancy,Malindi,03 13 42.78 S,040 7 17.19 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Shella,,,Shella,Malindi,,
MLN110464,EL0986_KRA MALINDI,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MALINDI,Installed,
MLN110554,EL0986_MALINDI SHELLA_MOH MALINDI,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Shella,,Cisco ME3400,Shella,MALINDI,,172.17.108.2
MLN170102,EL0986_SHELLA_WIMAX 16e,Single-Tenancy,Malindi,-3.228549,40.121442,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Shella,,Cisco ME3400,Shella,Shella,,172.17.108.2
MLN110649,EL0988 MALINDI BOMANI_MAGIC SKILLS MALINDI,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,MALINDI,,
MLN110678,EL0988 MALINDI BOMANI_MKU MALINDI,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,MALINDI,,172.17.108.4
MLN110200,EL0988_COUNTY GOVERNMENT OF KILIFI-MALINDI,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Malindi Bomani,,Cisco ME3400,Malindi Bomani,MALINDI,,172.17.108.4
MLN110368,EL0988_GULF  AFRICAN BANK-MALINDI SECONDARY,Single-Tenancy,Malindi,03 13 12.78 S,040 7 16.18 E,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Cisco ME3400,,MALINDI,,172.17.108.4
MLN120151,EL0988_MALINDI BOMANI CERAGON HUB,Single-Tenancy,Malindi,03 13 12.78 S,040 7 16.18 E,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Malindi Bomani,,Cisco ME3400,Malindi Bomani,MALINDI BOMANI,,172.17.108.4
MLN170158,EL0988_MALINDI BOMANI_WIMAX 16e,Single-Tenancy,Malindi,-3.220217,40.121164,Wimax 16e,Telrad,01/01/1900 00:00,01/01/1900 00:00,Yes,Malindi Bomani,,Cisco ME3400,Malindi Bomani,Malindi,,172.17.108.4
MAM110485,EL0988_OASIS BEACH MANAGEMENT,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Malindi Bomani,,Cisco ME3400,Malindi Bomani,MALINDI,Integrated,
MLN110871,EL0994 MARAFA-KWFT MARAFA,Single-Tenancy,Malindi,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,marafa,,
MBS110731,EL1012_WATU CREDIT-E1,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Nyali Estate,,,Nyali Estate,Nyali,,
MBS111604,EL1012_WORLD WIDE FUND FOR NATURE-NYALI,Single-Tenancy,Mombasa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Nyali,,10.163.70.252
MBS142025,EL1015_ABEDNEGO KYARO MBITHI,Single-Tenancy,Mombasa,,,Fiber,Soliton Telmec,01/01/1900 00:00,01/01/1900 00:00,,,,,,Mitangoni,,
LAM111596,EL1021_EMBARQ [KPLC] - MPEKETONI,Single-Tenancy,Lamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Mpeketoni,,172.17.139.10
LAM110195,EL1021_Kizingoni Beach,Single-Tenancy,Lamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mpeketoni,,Huawei S3300,Mpeketoni,Mpeketoni,,172.17.139.10
LAM110005,EL1021_KWFT Lamu,,Lamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mpeketoni,,,Mpeketoni,Mpeketoni,,
LAM111290,EL1021_LAMU TEACHERS SACCO SOCIETY LTD-MPEKETONI,Single-Tenancy,Lamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,Huawei S3300,,Mpaketoni,,172.17.139.10
LAM120138,EL1021_MPEKETONI_CERAGON,Single-Tenancy,Lamu,,,PTMP,Ceragon,01/01/1900 00:00,01/01/1900 00:00,Yes,Mpeketoni,,Huawei S3300,Mpeketoni,MPEKETONI,,172.17.139.10
LAM110820,EL1023 FAZA-MOH FAZA,Single-Tenancy,Lamu,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,,,,,,FAZA,,
MTP110828,EL1025_SIDIAN BANK LTD-MTWAPA PRIMARY,Single-Tenancy,Mtwapa,,,PTP,Radwin,01/01/1900 00:00,01/01/1900 00:00,Yes,Mtwapa KARI,,,Mtwapa KARI,Mtwapa,,
